252 -0.6480 0.715 0.059
253 -0.5890 0.817 0.059
254 -0.5310 0.919 0.059
255 -0.4130 0.919 0.059
256 -0.2950 0.919 0.059
257 -0.1770 0.919 0.059
258 -0.0590 0.919 0.059
259 0.0590 0.919 0.059
260 0.1770 0.919 0.059
261 0.2950 0.919 0.059
262 0.4130 0.919 0.059
263 0.5310 0.919 0.059
264 0.5890 0.817 0.059
265 0.6480 0.715 0.059
266 0.7070 0.613 0.059
267 0.7660 0.51 0.059
268 0.8250 0.408 0.059
269 0.8840 0.306 0.059
270 0.9430 0.204 0.059
271 1.0020 0.102 0.059
272 1.1790 0 0.059
273 1.1200 -0.102 0.059
274 1.0610 -0.204 0.059
275 1.0020 -0.306 0.059
276 0.9430 -0.408 0.059
277 0.8840 -0.51 0.059
278 0.8250 -0.613 0.059
279 0.7660 -0.715 0.059
280 0.7070 -0.817 0.059
281 0.6480 -0.919 0.059
282 0.5890 -1.021 0.059
283 0.4720 -1.021 0.059
284 0.3540 -1.021 0.059
285 0.2360 -1.021 0.059
286 0.1180 -1.021 0.059
287 0.0000 -1.021 0.059
288 -0.1180 -1.021 0.059
289 -0.2360 -1.021 0.059
290 -0.3540 -1.021 0.059
291 -0.4720 -1.021 0.059
292 -0.5890 -1.021 0.059
293 -0.6480 -0.919 0.059
294 -0.7070 -0.817 0.059
295 -0.7660 -0.715 0.059
296 -0.8250 -0.613 0.059
297 -0.8840 -0.51 0.059
298 -0.9430 -0.408 0.059
299 -1.0020 -0.306 0.059
300 -1.0610 -0.204 0.059
301 -1.1200 -0.102 0.059
302 -1.1790 0 0.059
303 -1.1200 0.102 0.059
304 -1.0610 0.204 0.059
305 -1.0020 0.306 0.059
306 -0.9430 0.408 0.059
307 -0.8840 0.51 0.059
308 -0.8250 0.613 0.059
309 -0.7660 0.715 0.059
310 -0.7070 0.817 0.059
311 -0.6480 0.919 0.059
312 -0.5890 1.021 0.059
313 -0.4720 1.021 0.059
314 -0.3540 1.021 0.059
315 -0.2360 1.021 0.059
316 -0.1180 1.021 0.059
317 0.0000 1.021 0.059
318 0.1180 1.021 0.059
319 0.2360 1.021 0.059
320 0.3540 1.021 0.059
321 0.4720 1.021 0.059
322 0.5890 1.021 0.059
323 0.6480 0.919 0.059
324 0.7070 0.817 0.059
325 0.7660 0.715 0.059
326 0.8250 0.613 0.059
327 0.8840 0.51 0.059
328 0.9430 0.408 0.059
329 1.0020 0.306 0.059
330 1.0610 0.204 0.059
331 1.1200 0.102 0.059
332 1.1790 -0.204 0.059
333 1.1200 -0.306 0.059
334 1.0610 -0.408 0.059
335 1.0020 -0.51 0.059
336 0.9430 -0.613 0.059
337 0.8840 -0.715 0.059
338 0.8250 -0.817 0.059
339 0.7660 -0.919 0.059
340 0.4130 -1.123 0.059
341 0.2950 -1.123 0.059
342 0.1770 -1.123 0.059
343 0.0590 -1.123 0.059
344 -0.0590 -1.123 0.059
345 -0.1770 -1.123 0.059
346 -0.2950 -1.123 0.059
347 -0.4130 -1.123 0.059
348 -0.7660 -0.919 0.059
349 -0.8250 -0.817 0.059
350 -0.8840 -0.715 0.059
351 -0.9430 -0.613 0.059
352 -1.0020 -0.51 0.059
353 -1.0610 -0.408 0.059
354 -1.1200 -0.306 0.059
355 -1.1790 -0.204 0.059
356 -1.1790 0.204 0.059
357 -1.1200 0.306 0.059
358 -1.0610 0.408 0.059
359 -1.0020 0.51 0.059
360 -0.9430 0.613 0.059
361 -0.8840 0.715 0.059
362 -0.8250 0.817 0.059
363 -0.7660 0.919 0.059
364 -0.4130 1.123 0.059
365 -0.2950 1.123 0.059
366 -0.1770 1.123 0.059
367 -0.0590 1.123 0.059
368 0.0590 1.123 0.059
369 0.1770 1.123 0.059
370 0.2950 1.123 0.059
371 0.4130 1.123 0.059
372 0.7660 0.919 0.059
373 0.8250 0.817 0.059
374 0.8840 0.715 0.059
375 0.9430 0.613 0.059
376 1.0020 0.51 0.059
377 1.0610 0.408 0.059
378 1.1200 0.306 0.059
379 1.1790 0.204 0.059
380 1.3767 0 0.1165
381 1.3569 -0.2327 0.1165
382 1.2981 -0.4586 0.1165
383 1.2019 -0.6714 0.1165
384 1.0711 -0.8649 0.1165
385 0.9096 -1.0335 0.1165
386 0.7218 -1.1723 0.1165
387 0.5133 -1.2774 0.1165
388 0.2900 -1.3458 0.1165
389 0.0584 -1.3755 0.1165
390 -0.1749 -1.3656 0.1165
391 -0.4031 -1.3164 0.1165
392 -0.6198 -1.2293 0.1165
393 -0.8186 -1.1069 0.1165
394 -0.9939 -0.9526 0.1165
395 -1.1406 -0.7709 0.1165
396 -1.2545 -0.5671 0.1165
397 -1.3323 -0.3469 0.1165
398 -1.3718 -0.1168 0.1165
399 -1.3718 0.1168 0.1165
400 -1.3323 0.3469 0.1165
401 -1.2545 0.5671 0.1165
402 -1.1406 0.7709 0.1165
403 -0.9939 0.9526 0.1165
404 -0.8186 1.1069 0.1165
405 -0.6198 1.2293 0.1165
406 -0.4031 1.3164 0.1165
407 -0.1749 1.3656 0.1165
408 0.0584 1.3755 0.1165
409 0.2900 1.3458 0.1165
410 0.5133 1.2774 0.1165
411 0.7218 1.1723 0.1165
412 0.9096 1.0335 0.1165
413 1.0711 0.8649 0.1165
414 1.2019 0.6714 0.1165
415 1.2981 0.4586 0.1165
416 1.3569 0.2327 0.1165
417 1.5731 -0.1339 0.1165
418 1.5278 -0.3978 0.1165
419 1.4386 -0.6503 0.1165
420 1.3080 -0.8841 0.1165
421 1.1398 -1.0924 0.1165
422 0.9388 -1.2693 0.1165
423 0.7108 -1.4097 0.1165
424 0.4623 -1.5096 0.1165
425 0.2005 -1.566 0.1165
426 -0.0670 -1.5773 0.1165
427 -0.3326 -1.5433 0.1165
428 -0.5887 -1.4649 0.1165
429 -0.8278 -1.3444 0.1165
430 -1.0430 -1.1851 0.1165
431 -1.2283 -0.9918 0.1165
432 -1.3783 -0.77 0.1165
433 -1.4886 -0.5259 0.1165
434 -1.5561 -0.2668 0.1165
435 -1.5788 0 0.1165
436 -1.5561 0.2668 0.1165
437 -1.4886 0.5259 0.1165
438 -1.3783 0.77 0.1165
439 -1.2283 0.9918 0.1165
440 -1.0430 1.1851 0.1165
441 -0.8278 1.3444 0.1165
442 -0.5887 1.4649 0.1165
443 -0.3326 1.5433 0.1165
444 -0.0670 1.5773 0.1165
445 0.2005 1.566 0.1165
446 0.4623 1.5096 0.1165
447 0.7108 1.4097 0.1165
448 0.9388 1.2693 0.1165
449 1.1398 1.0924 0.1165
450 1.3080 0.8841 0.1165
451 1.4386 0.6503 0.1165
452 1.5278 0.3978 0.1165
453 1.5731 0.1339 0.1165
454 1.7699 0 0.1165
455 1.7444 -0.2991 0.1165
456 1.6688 -0.5896 0.1165
457 1.5451 -0.8632 0.1165
458 1.3770 -1.1119 0.1165
459 1.1693 -1.3286 0.1165
460 0.9280 -1.5071 0.1165
461 0.6599 -1.6422 0.1165
462 0.3729 -1.7301 0.1165
463 0.0751 -1.7683 0.1165
464 -0.2248 -1.7555 0.1165
465 -0.5183 -1.6923 0.1165
466 -0.7968 -1.5804 0.1165
467 -1.0524 -1.423 0.1165
468 -1.2778 -1.2246 0.1165
469 -1.4663 -0.9911 0.1165
470 -1.6127 -0.729 0.1165
471 -1.7128 -0.446 0.1165
472 -1.7635 -0.1501 0.1165
473 -1.7635 0.1501 0.1165
474 -1.7128 0.446 0.1165
475 -1.6127 0.729 0.1165
476 -1.4663 0.9911 0.1165
477 -1.2778 1.2246 0.1165
478 -1.0524 1.423 0.1165
479 -0.7968 1.5804 0.1165
480 -0.5183 1.6923 0.1165
481 -0.2248 1.7555 0.1165
482 0.0751 1.7683 0.1165
483 0.3729 1.7301 0.1165
484 0.6599 1.6422 0.1165
485 0.9280 1.5071 0.1165
486 1.1693 1.3286 0.1165
487 1.3770 1.1119 0.1165
488 1.5451 0.8632 0.1165
489 1.6688 0.5896 0.1165
490 1.7444 0.2991 0.1165
